seqName	start	ende	direction	type1	type2	Name	locus_tag	product
CP003909.1	1136086	1137447	-	CDS	gene	NGFG_01309	NGFG_01309	DnaB family phage replicative helicase
CP003909.1	1137444	1137764	-	CDS	gene	NGFG_02358	NGFG_02358	hypothetical protein
CP003909.1	1138043	1138510	-	CDS	gene	NGFG_02359	NGFG_02359	hypothetical protein
CP003909.1	1138494	1138631	-	CDS	gene	NGFG_02360	NGFG_02360	hypothetical protein
CP003909.1	1138628	1138855	-	CDS	gene	NGFG_02189	NGFG_02189	phage protein
CP003909.1	1139236	1139952	+	CDS	gene	NGFG_02188	NGFG_02188	phage repressor protein
CP003909.1	1140112	1140651	+	CDS	gene	NGFG_02187	NGFG_02187	phage protein
CP003909.1	1140652	1141011	+	CDS	gene	NGFG_02186	NGFG_02186	phage protein
CP003909.1	1141028	1141246	-	CDS	gene	NGFG_02185	NGFG_02185	phage protein
CP003909.1	1141730	1141930	+	CDS	gene	NGFG_02361	NGFG_02361	phage protein
CP003909.1	1141963	1142439	+	CDS	gene	NGFG_02362	NGFG_02362	phage protein
CP003909.1	1142436	1142711	+	CDS	gene	NGFG_02363	NGFG_02363	hypothetical protein
CP003909.1	1142853	1143185	+	CDS	gene	NGFG_02364	NGFG_02364	phage protein
CP003909.1	1143338	1143613	+	CDS	gene	NGFG_02365	NGFG_02365	phage protein
CP003909.1	1143610	1143771	+	CDS	gene	NGFG_02366	NGFG_02366	phage protein
CP003909.1	1143840	1144526	+	CDS	gene	NGFG_02367	NGFG_02367	phage protein
CP003909.1	1144666	1144848	+	CDS	gene	NGFG_02368	NGFG_02368	phage protein
CP003909.1	1144845	1145021	+	CDS	gene	NGFG_02369	NGFG_02369	hypothetical protein
CP003909.1	1145043	1145339	+	CDS	gene	NGFG_02232	NGFG_02232	phage protein
CP003909.1	1145391	1145606	+	CDS	gene	NGFG_02231	NGFG_02231	phage protein
CP003909.1	1145717	1146700	+	CDS	gene	NGFG_02370	NGFG_02370	phage protein
CP003909.1	1146697	1146927	+	CDS	gene	NGFG_02213	NGFG_02213	hypothetical protein
CP003909.1	1146899	1147111	+	CDS	gene	NGFG_02371	NGFG_02371	phage protein
CP003909.1	1147137	1147331	+	CDS	gene	NGFG_02190	NGFG_02190	phage protein
CP003909.1	1147622	1148296	+	CDS	gene	NGFG_02191	NGFG_02191	hypothetical protein
CP003909.1	1148289	1148882	+	CDS	gene	NGFG_02192	NGFG_02192	GTP cyclohydrolase-2
CP003909.1	1149050	1149250	+	CDS	gene	NGFG_02372	NGFG_02372	hypothetical protein
CP003909.1	1149235	1150095	+	CDS	gene	NGFG_02373	NGFG_02373	hypothetical protein
CP003909.1	1150833	1151192	-	CDS	gene	NGFG_02374	NGFG_02374	phage protein
CP003909.1	1151313	1151750	-	CDS	gene	NGFG_02375	NGFG_02375	hypothetical protein
CP003909.1	1151789	1152397	-	CDS	gene	NGFG_02376	NGFG_02376	phage protein
CP003909.1	1152402	1154267	-	CDS	gene	NGFG_02073	NGFG_02073	TspB-like protein
CP003909.1	1154209	1154526	-	CDS	gene	NGFG_02074	NGFG_02074	hypothetical protein
CP003909.1	1154654	1154932	-	CDS	gene	NGFG_02075	NGFG_02075	hypothetical protein
CP003909.1	1154939	1155157	-	CDS	gene	NGFG_02377	NGFG_02377	phage protein
CP003909.1	1155243	1155446	-	CDS	gene	NGFG_02076	NGFG_02076	hypothetical protein
CP003909.1	1155460	1155771	-	CDS	gene	NGFG_02077	NGFG_02077	hypothetical protein
CP003909.1	1155785	1156816	-	CDS	gene	NGFG_02078	NGFG_02078	phage protein
CP003909.1	1157098	1157322	-	CDS	gene	NGFG_02079	NGFG_02079	hypothetical protein
CP003909.1	1157718	1157924	-	CDS	gene	NGFG_02080	NGFG_02080	hypothetical protein
CP003909.1	1158019	1159188	-	CDS	gene	NGFG_02081	NGFG_02081	O-succinylhomoserine sulfhydrylase
CP003909.1	1159334	1160104	-	CDS	gene	NGFG_02082	NGFG_02082	hypothetical protein
CP003909.1	1160206	1160457	+	CDS	gene	NGFG_02084	NGFG_02084	hypothetical protein
CP003909.1	1160509	1161315	+	CDS	gene	NGFG_02085	NGFG_02085	histidine-binding protein
CP003909.1	1161505	1163145	+	CDS	gene	NGFG_02086	NGFG_02086	fumarate hydratase
CP003909.1	1163243	1164655	+	CDS	gene	NGFG_02087	NGFG_02087	trk system potassium uptake protein TrkA
CP003909.1	1165138	1165596	-	CDS	gene	NGFG_02088	NGFG_02088	outer membrane autotransporter barrel domain-containing protein
CP003909.1	1165686	1166540	-	CDS	gene	NGFG_02089	NGFG_02089	hypothetical protein
CP003909.1	1166873	1167526	+	CDS	gene	NGFG_02378	NGFG_02378	transposase
CP003909.1	1167494	1168762	-	CDS	gene	NGFG_02090	NGFG_02090	hypothetical protein
CP003909.1	1169463	1170269	+	CDS	gene	NGFG_02092	NGFG_02092	phosphomethylpyrimidine kinase
CP003909.1	1170327	1171181	-	CDS	gene	NGFG_02093	NGFG_02093	tellurite resistance protein TehB
CP003909.1	1171222	1171746	+	CDS	gene	NGFG_02094	NGFG_02094	ribonuclease H
CP003909.1	1172077	1173039	-	CDS	gene	NGFG_02379	NGFG_02379	hypothetical protein
CP003909.1	1173550	1173909	-	CDS	gene	NGFG_02380	NGFG_02380	phage protein
CP003909.1	1174030	1175058	-	CDS	gene	NGFG_02381	NGFG_02381	phage protein
CP003909.1	1175126	1175416	-	CDS	gene	NGFG_02382	NGFG_02382	phage protein
CP003909.1	1175417	1176211	-	CDS	gene	NGFG_02383	NGFG_02383	TspB3 protein
CP003909.1	1176422	1176988	-	CDS	gene	NGFG_02384	NGFG_02384	cell-surface protein
CP003909.1	1176930	1177247	-	CDS	gene	NGFG_02385	NGFG_02385	hypothetical protein
CP003909.1	1177375	1177653	-	CDS	gene	NGFG_02386	NGFG_02386	hypothetical protein
CP003909.1	1177953	1178150	-	CDS	gene	NGFG_02387	NGFG_02387	hypothetical protein
CP003909.1	1178155	1178445	-	CDS	gene	NGFG_02388	NGFG_02388	hypothetical protein
CP003909.1	1178490	1179836	-	CDS	gene	NGFG_02389	NGFG_02389	replication initiation factor
CP003909.1	1179974	1180396	-	CDS	gene	NGFG_02180	NGFG_02180	DNA mismatch endonuclease Vsr
CP003909.1	1183392	1183538	+	CDS	gene	NGFG_02183	NGFG_02183	hypothetical protein
CP003909.1	1183654	1183908	+	CDS	gene	NGFG_02390	NGFG_02390	hypothetical protein
CP003909.1	1183915	1184364	-	CDS	gene	NGFG_02184	NGFG_02184	pilin
CP003909.1	1184452	1184751	-	CDS	gene	NGFG_02391	NGFG_02391	comEA protein
CP003909.1	1191308	1191652	-	CDS	gene	NGFG_01986	NGFG_01986	HAD hydrolase%2C family IIB
CP003909.1	1192122	1192775	-	CDS	gene	NGFG_02392	NGFG_02392	transposase
CP003909.1	1192867	1193205	-	CDS	gene	NGFG_01987	NGFG_01987	nitrogen regulatory protein P-II 1
CP003909.1	1193357	1197313	+	CDS	gene	NGFG_01988	NGFG_01988	phosphoribosylformylglycinamidine synthase
CP003909.1	1197384	1198595	-	CDS	gene	NGFG_01989	NGFG_01989	FMN oxidoreductase
CP003909.1	1198669	1198980	-	CDS	gene	NGFG_01990	NGFG_01990	ArsR family transcriptional regulator
CP003909.1	1199212	1199964	+	CDS	gene	NGFG_01992	NGFG_01992	hydroxyacylglutathione hydrolase
CP003909.1	1200198	1201652	+	CDS	gene	NGFG_01993	NGFG_01993	magnesium transporter
CP003909.1	1201738	1202646	-	CDS	gene	NGFG_01994	NGFG_01994	hsp33-like protein
CP003909.1	1202891	1203559	+	CDS	gene	NGFG_01996	NGFG_01996	outer membrane protein
CP003909.1	1203578	1203796	+	CDS	gene	NGFG_01997	NGFG_01997	hypothetical protein
CP003909.1	1203941	1204285	+	CDS	gene	NGFG_01999	NGFG_01999	holin-like protein
CP003909.1	1204285	1204977	+	CDS	gene	NGFG_02000	NGFG_02000	LrgB family protein
CP003909.1	1205044	1206264	+	CDS	gene	NGFG_02001	NGFG_02001	arginine biosynthesis ArgJ
CP003909.1	1206324	1207733	+	CDS	gene	NGFG_02002	NGFG_02002	chloride channel protein
CP003909.1	1207921	1209312	+	CDS	gene	NGFG_02003	NGFG_02003	ATP-dependent helicase HrpA
CP003909.1	1209263	1210882	+	CDS	gene	NGFG_02004	NGFG_02004	hypothetical protein
CP003909.1	1211112	1212686	+	CDS	gene	NGFG_02005	NGFG_02005	sulfatase
CP003909.1	1212788	1215982	+	CDS	gene	NGFG_02006	NGFG_02006	ATP-dependent helicase HrpA
CP003909.1	1216102	1217064	-	CDS	gene	NGFG_02393	NGFG_02393	hypothetical protein
CP003909.1	1217410	1217628	-	CDS	gene	NGFG_02248	NGFG_02248	hypothetical protein
CP003909.1	1217731	1218180	+	CDS	gene	NGFG_02394	NGFG_02394	transposase
CP003909.1	1218396	1219424	-	CDS	gene	NGFG_02007	NGFG_02007	anthranilate phosphoribosyltransferase
CP003909.1	1219488	1220078	-	CDS	gene	NGFG_02008	NGFG_02008	anthranilate synthase component II
CP003909.1	1220489	1222765	+	CDS	gene	NGFG_02010	NGFG_02010	TonB-dependent receptor
CP003909.1	1223305	1224084	-	CDS	gene	NGFG_02011	NGFG_02011	phosphatidylserine decarboxylase proenzyme
CP003909.1	1224238	1227087	+	CDS	gene	NGFG_02012	NGFG_02012	UvrABC system protein A
CP003909.1	1227105	1227746	+	CDS	gene	NGFG_02013	NGFG_02013	restriction endonuclease
CP003909.1	1227750	1228883	+	CDS	gene	NGFG_02014	NGFG_02014	DNA (cytosine-5-)-methyltransferase
CP003909.1	1228966	1229379	+	CDS	gene	NGFG_02015	NGFG_02015	hypothetical protein
CP003909.1	1229376	1230029	-	CDS	gene	NGFG_02395	NGFG_02395	transposase
CP003909.1	1230171	1231805	-	CDS	gene	NGFG_02016	NGFG_02016	CTP synthase
CP003909.1	1231917	1233587	-	CDS	gene	NGFG_02017	NGFG_02017	long-chain acyl-CoA synthetase
CP003909.1	1233658	1234809	-	CDS	gene	NGFG_02018	NGFG_02018	tRNA-specific 2-thiouridylase mnmA
CP003909.1	1234886	1235359	-	CDS	gene	NGFG_02019	NGFG_02019	hypothetical protein
CP003909.1	1235491	1235874	-	CDS	gene	NGFG_02020	NGFG_02020	diacylglycerol kinase
CP003909.1	1236033	1236989	-	CDS	gene	NGFG_02022	NGFG_02022	glutathione synthetase
CP003909.1	1237081	1238802	-	CDS	gene	NGFG_02023	NGFG_02023	glutaminyl-tRNA synthetase
CP003909.1	1238972	1239655	-	CDS	gene	NGFG_02024	NGFG_02024	DeoR family transcriptional regulator%2C glycerol-3-phosphate regulon repressor
CP003909.1	1239698	1240600	-	CDS	gene	NGFG_02025	NGFG_02025	hypothetical protein
CP003909.1	1240749	1241465	-	CDS	gene	NGFG_02027	NGFG_02027	GntR family transcriptional regulator
CP003909.1	1241988	1242449	-	CDS	gene	NGFG_02029	NGFG_02029	OsmC family redox protein
CP003909.1	1242528	1243196	-	CDS	gene	NGFG_02030	NGFG_02030	hypothetical protein
CP003909.1	1243215	1243937	-	CDS	gene	NGFG_02031	NGFG_02031	phosphoribosylglycinamide formyltransferase
CP003909.1	1243948	1244766	-	CDS	gene	NGFG_02032	NGFG_02032	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
CP003909.1	1245026	1245466	-	CDS	gene	NGFG_02033	NGFG_02033	DNA polymerase III subunit chi
CP003909.1	1245529	1246935	-	CDS	gene	NGFG_02034	NGFG_02034	aminopeptidase A
CP003909.1	1247108	1248223	+	CDS	gene	NGFG_02035	NGFG_02035	lipopolysaccharide exporter permease
CP003909.1	1248220	1249290	+	CDS	gene	NGFG_02036	NGFG_02036	lipopolysaccharide exporter permease
CP003909.1	1249605	1252190	+	CDS	gene	NGFG_02037	NGFG_02037	aconitate hydratase 2
CP003909.1	1252332	1253327	+	CDS	gene	NGFG_02038	NGFG_02038	ornithine carbamoyltransferase
CP003909.1	1253446	1254459	-	CDS	gene	NGFG_02039	NGFG_02039	ketol-acid reductoisomerase
CP003909.1	1254539	1254832	-	CDS	gene	NGFG_02040	NGFG_02040	hypothetical protein
CP003909.1	1254899	1255390	-	CDS	gene	NGFG_02041	NGFG_02041	acetolactate synthase%2C small subunit
CP003909.1	1255401	1257128	-	CDS	gene	NGFG_02042	NGFG_02042	acetolactate synthase%2C large subunit%2C biosynthetic type
CP003909.1	1258182	1258835	+	CDS	gene	NGFG_02043	NGFG_02043	lipoprotein
CP003909.1	1258914	1259579	+	CDS	gene	NGFG_02044	NGFG_02044	ATP phosphoribosyltransferase
CP003909.1	1259671	1260558	+	CDS	gene	NGFG_02045	NGFG_02045	hypothetical protein
CP003909.1	1260555	1261844	+	CDS	gene	NGFG_02046	NGFG_02046	histidinol dehydrogenase
CP003909.1	1261890	1262969	+	CDS	gene	NGFG_02047	NGFG_02047	histidinol-phosphate aminotransferase
CP003909.1	1262986	1263897	+	CDS	gene	NGFG_02048	NGFG_02048	imidazoleglycerol-phosphate dehydratase
CP003909.1	1263973	1264701	+	CDS	gene	NGFG_02049	NGFG_02049	3-hydroxyisobutyrate dehydrogenase
CP003909.1	1264652	1264843	+	CDS	gene	NGFG_02050	NGFG_02050	hypothetical protein
CP003909.1	1265078	1265509	+	CDS	gene	NGFG_02051	NGFG_02051	MarR family transcriptional regulator
CP003909.1	1265520	1266374	+	CDS	gene	NGFG_02052	NGFG_02052	hypothetical protein
CP003909.1	1266425	1267525	-	CDS	gene	NGFG_02053	NGFG_02053	signal peptide peptidase SppA%2C 36K type
CP003909.1	1268228	1268791	-	CDS	gene	NGFG_02054	NGFG_02054	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase
CP003909.1	1268897	1269367	-	CDS	gene	NGFG_02055	NGFG_02055	hypothetical protein
CP003909.1	1269498	1269833	-	CDS	gene	NGFG_02056	NGFG_02056	4-carboxymuconolactone decarboxylase
CP003909.1	1269962	1270867	+	CDS	gene	NGFG_02057	NGFG_02057	transcriptional regulator MtrA
CP003909.1	1270929	1271426	-	CDS	gene	NGFG_02058	NGFG_02058	hypothetical protein
CP003909.1	1271604	1272467	+	CDS	gene	NGFG_02396	NGFG_02396	hypothetical protein
CP003909.1	1272508	1273638	-	CDS	gene	NGFG_02061	NGFG_02061	putrescine ABC transporter substrate-binding protein
CP003909.1	1273809	1276466	+	CDS	gene	NGFG_02062	NGFG_02062	alanyl-tRNA synthetase
CP003909.1	1277268	1277921	+	CDS	gene	NGFG_02397	NGFG_02397	transposase
CP003909.1	1278899	1279582	-	CDS	gene	NGFG_02065	NGFG_02065	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
CP003909.1	1279731	1282034	+	CDS	gene	NGFG_02066	NGFG_02066	DNA topoisomerase 4 subunit A
CP003909.1	1282054	1283772	+	CDS	gene	NGFG_02067	NGFG_02067	two-component system%2C NtrC family%2C sensor kinase PilS
CP003909.1	1283872	1284624	+	CDS	gene	NGFG_02068	NGFG_02068	UPF0341 protein in rsp 3'region
CP003909.1	1285167	1286129	-	CDS	gene	NGFG_02398	NGFG_02398	hypothetical protein
CP003909.1	1286640	1286999	-	CDS	gene	NGFG_02399	NGFG_02399	phage protein
CP003909.1	1287120	1288205	-	CDS	gene	NGFG_02400	NGFG_02400	phage protein
CP003909.1	1288215	1288505	-	CDS	gene	NGFG_02401	NGFG_02401	phage protein
CP003909.1	1288506	1290074	-	CDS	gene	NGFG_02402	NGFG_02402	TspB-like protein
CP003909.1	1290016	1290333	-	CDS	gene	NGFG_02403	NGFG_02403	hypothetical protein
CP003909.1	1290461	1290739	-	CDS	gene	NGFG_02404	NGFG_02404	hypothetical protein
CP003909.1	1291039	1291236	-	CDS	gene	NGFG_02196	NGFG_02196	hypothetical protein
CP003909.1	1291241	1291531	-	CDS	gene	NGFG_02197	NGFG_02197	hypothetical protein
CP003909.1	1291576	1292613	-	CDS	gene	NGFG_02198	NGFG_02198	replication initiation factor
CP003909.1	1293596	1294000	+	CDS	gene	NGFG_02151	NGFG_02151	hypothetical protein
CP003909.1	1294040	1295221	+	CDS	gene	NGFG_02152	NGFG_02152	muramoyltetrapeptide carboxypeptidase
CP003909.1	1295323	1297578	-	CDS	gene	NGFG_02153	NGFG_02153	nitric oxide reductase subunit B
CP003909.1	1297952	1299130	+	CDS	gene	NGFG_02154	NGFG_02154	copper-containing nitrite reductase
CP003909.1	1299308	1300063	+	CDS	gene	NGFG_02155	NGFG_02155	formylglycine-generating sulfatase enzyme
CP003909.1	1300336	1300557	+	CDS	gene	NGFG_02405	NGFG_02405	pilin pilS5
CP003909.1	1301354	1302055	+	CDS	gene	NGFG_02406	NGFG_02406	opacity protein
CP003909.1	1302256	1302813	-	CDS	gene	NGFG_02156	NGFG_02156	nitroreductase
CP003909.1	1302888	1304522	-	CDS	gene	NGFG_02157	NGFG_02157	sulfatase
CP003909.1	1304920	1306200	-	CDS	gene	NGFG_02407	NGFG_02407	phosphoserine aminotransferase
CP003909.1	1306392	1306823	+	CDS	gene	NGFG_02160	NGFG_02160	ribosome maturation factor RimP
CP003909.1	1306851	1308353	+	CDS	gene	NGFG_02161	NGFG_02161	transcription termination factor NusA
CP003909.1	1308365	1311196	+	CDS	gene	NGFG_02162	NGFG_02162	translation initiation factor IF-2
CP003909.1	1311356	1312696	-	CDS	gene	NGFG_02163	NGFG_02163	GTP-binding protein
CP003909.1	1312770	1314110	-	CDS	gene	NGFG_02164	NGFG_02164	hypothetical protein
CP003909.1	1314253	1314879	+	CDS	gene	NGFG_02165	NGFG_02165	hemolysin III family channel protein
CP003909.1	1314944	1316362	-	CDS	gene	NGFG_02166	NGFG_02166	sodium:alanine symporter
CP003909.1	1316689	1317417	+	CDS	gene	NGFG_02167	NGFG_02167	UPF0082 protein
CP003909.1	1318986	1319450	-	CDS	gene	NGFG_02170	NGFG_02170	lrp/AsnC family transcriptional regulator%2C leucine-responsive regulatory protein
CP003909.1	1319672	1320730	+	CDS	gene	NGFG_02171	NGFG_02171	alanine racemase
CP003909.1	1321272	1322627	-	CDS	gene	NGFG_02173	NGFG_02173	UPF0210 protein
CP003909.1	1322642	1322914	-	CDS	gene	NGFG_02174	NGFG_02174	ACT protein
CP003909.1	1323039	1323902	-	CDS	gene	NGFG_02175	NGFG_02175	hypothetical protein
CP003909.1	1323914	1324825	-	CDS	gene	NGFG_02176	NGFG_02176	protein-(glutamine-N5) methyltransferase%2C ribosomal protein L3-specific
CP003909.1	1325770	1326435	+	CDS	gene	NGFG_02408	NGFG_02408	transposase
CP003909.1	1326709	1327050	+	CDS	gene	NGFG_02244	NGFG_02244	phage protein
CP003909.1	1327386	1327685	-	CDS	gene	NGFG_02409	NGFG_02409	comEA protein
CP003909.1	1333815	1334999	+	CDS	gene	NGFG_01611	NGFG_01611	phosphopantothenoylcysteine decarboxylase/phosphopantothenate-cysteine ligase
CP003909.1	1335066	1337222	-	CDS	gene	NGFG_01610	NGFG_01610	RelA/SpoT family protein
CP003909.1	1337315	1337521	-	CDS	gene	NGFG_01609	NGFG_01609	DNA-directed RNA polymerase subunit omega
CP003909.1	1337579	1338196	-	CDS	gene	NGFG_01608	NGFG_01608	guanylate kinase
CP003909.1	1338357	1338923	+	CDS	gene	NGFG_01607	NGFG_01607	adenine phosphoribosyltransferase
CP003909.1	1338969	1339760	-	CDS	gene	NGFG_01606	NGFG_01606	HAD hydrolase
CP003909.1	1340083	1341438	+	CDS	gene	NGFG_01605	NGFG_01605	protease
CP003909.1	1341872	1342090	-	CDS	gene	NGFG_01603	NGFG_01603	hypothetical protein
CP003909.1	1342251	1342601	-	CDS	gene	NGFG_01602	NGFG_01602	hemoglobin receptor
CP003909.1	1342586	1343524	-	CDS	gene	NGFG_01601	NGFG_01601	hemoglobin/transferrin/lactoferrin receptor protein
CP003909.1	1343770	1344624	-	CDS	gene	NGFG_01600	NGFG_01600	hemoglobin receptor
CP003909.1	1344837	1345502	+	CDS	gene	NGFG_02410	NGFG_02410	transposase
CP003909.1	1345527	1346156	-	CDS	gene	NGFG_01599	NGFG_01599	heme oxygenase
CP003909.1	1346497	1347801	+	CDS	gene	NGFG_01598	NGFG_01598	paraquat-inducible protein PqiA
CP003909.1	1347794	1349455	+	CDS	gene	NGFG_01597	NGFG_01597	paraquat-inducible protein B
CP003909.1	1349455	1349973	+	CDS	gene	NGFG_01596	NGFG_01596	hypothetical protein
CP003909.1	1349977	1350528	+	CDS	gene	NGFG_01595	NGFG_01595	DNA-3-methyladenine glycosylase I
CP003909.1	1350518	1351159	+	CDS	gene	NGFG_01594	NGFG_01594	GDSL lipase/acylhydrolase
CP003909.1	1351330	1351689	+	CDS	gene	NGFG_01593	NGFG_01593	hypothetical protein
CP003909.1	1351720	1354572	+	CDS	gene	NGFG_01592	NGFG_01592	glycine dehydrogenase [decarboxylating]
CP003909.1	1354910	1355365	+	CDS	gene	NGFG_02411	NGFG_02411	hypothetical protein
CP003909.1	1355383	1355679	-	CDS	gene	NGFG_02412	NGFG_02412	hypothetical protein
CP003909.1	1355934	1356773	-	CDS	gene	NGFG_01591	NGFG_01591	cytochrome c
CP003909.1	1357198	1358391	-	CDS	gene	NGFG_01590	NGFG_01590	aromatic-amino-acid transaminase
CP003909.1	1358411	1359499	-	CDS	gene	NGFG_01589	NGFG_01589	tRNA (uracil-5-)-methyltransferase
CP003909.1	1359646	1360746	+	CDS	gene	NGFG_01588	NGFG_01588	chorismate synthase
CP003909.1	1360837	1361262	+	CDS	gene	NGFG_01587	NGFG_01587	hypothetical protein
CP003909.1	1361336	1363321	-	CDS	gene	NGFG_01586	NGFG_01586	DNA topoisomerase IV%2C B subunit
CP003909.1	1363388	1363996	-	CDS	gene	NGFG_01585	NGFG_01585	dinucleoside polyphosphate hydrolase
CP003909.1	1364078	1365373	+	CDS	gene	NGFG_01584	NGFG_01584	seryl-tRNA synthetase
CP003909.1	1365446	1366444	-	CDS	gene	NGFG_01583	NGFG_01583	D-lactate dehydrogenase
CP003909.1	1366569	1367645	-	CDS	gene	NGFG_01582	NGFG_01582	peptide chain release factor 1
CP003909.1	1367735	1368505	-	CDS	gene	NGFG_01581	NGFG_01581	TatD family hydrolase
CP003909.1	1368508	1369500	-	CDS	gene	NGFG_01580	NGFG_01580	L-asparaginase
CP003909.1	1369567	1370250	-	CDS	gene	NGFG_01579	NGFG_01579	dedA family membrane protein
CP003909.1	1370440	1371774	-	CDS	gene	NGFG_01578	NGFG_01578	phosphoglucosamine mutase
CP003909.1	1371904	1372758	-	CDS	gene	NGFG_01577	NGFG_01577	dihydropteroate synthase
CP003909.1	1372898	1373791	-	CDS	gene	NGFG_01576	NGFG_01576	hypothetical protein
CP003909.1	1373882	1375984	+	CDS	gene	NGFG_01575	NGFG_01575	AsmA-like protein
CP003909.1	1376048	1377526	-	CDS	gene	NGFG_01574	NGFG_01574	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
CP003909.1	1377546	1378061	-	CDS	gene	NGFG_01573	NGFG_01573	hypothetical protein
CP003909.1	1378068	1378385	-	CDS	gene	NGFG_01572	NGFG_01572	hypothetical protein
CP003909.1	1378452	1378604	-	CDS	gene	NGFG_02413	NGFG_02413	hypothetical protein
CP003909.1	1378697	1379509	-	CDS	gene	NGFG_01571	NGFG_01571	hypothetical protein
CP003909.1	1380004	1380138	+	CDS	gene	NGFG_01569	NGFG_01569	hypothetical protein
CP003909.1	1380240	1380905	+	CDS	gene	NGFG_01568	NGFG_01568	3-oxoacyl-[acyl-carrier-protein] reductase
CP003909.1	1380902	1382155	+	CDS	gene	NGFG_01567	NGFG_01567	3-oxoacyl-[acyl-carrier-protein] synthase II
CP003909.1	1382448	1383206	+	CDS	gene	NGFG_01566	NGFG_01566	beta-1%2C4-glucosyltransferase LgtF
CP003909.1	1383207	1384271	+	CDS	gene	NGFG_01565	NGFG_01565	lipopolysaccharide N-acetylglucosaminyltransferase
CP003909.1	1384310	1385842	+	CDS	gene	NGFG_01564	NGFG_01564	NSS family neurotransmitter:Na+ symporter
CP003909.1	1387038	1387832	-	CDS	gene	NGFG_01562	NGFG_01562	thymidylate synthase
CP003909.1	1388256	1389590	+	CDS	gene	NGFG_01561	NGFG_01561	glutamate dehydrogenase (NADP+)
CP003909.1	1389587	1389832	-	CDS	gene	NGFG_01560	NGFG_01560	hypothetical protein
CP003909.1	1389829	1390608	-	CDS	gene	NGFG_01559	NGFG_01559	GntR family transcriptional regulator
CP003909.1	1390958	1391185	+	CDS	gene	NGFG_01558	NGFG_01558	L-lactate permease-like protein
CP003909.1	1391563	1392966	-	CDS	gene	NGFG_01556	NGFG_01556	NodT family efflux transporter%2C outer membrane factor (OMF) lipoprotein
CP003909.1	1393019	1396222	-	CDS	gene	NGFG_01555	NGFG_01555	hydrophobe/amphiphile efflux-1 (HAE1) family RND transporter
CP003909.1	1396234	1397472	-	CDS	gene	NGFG_01554	NGFG_01554	membrane fusion protein mtrC
CP003909.1	1397723	1398355	+	CDS	gene	NGFG_01553	NGFG_01553	TetR/AcrR family transcriptional regulator%2C acrAB operon repressor
CP003909.1	1398448	1398660	-	CDS	gene	NGFG_01552	NGFG_01552	hypothetical protein
CP003909.1	1398992	1400560	+	CDS	gene	NGFG_01551	NGFG_01551	AbgT transporter
CP003909.1	1400628	1403837	-	CDS	gene	NGFG_01550	NGFG_01550	exodeoxyribonuclease V%2C gamma subunit
CP003909.1	1403938	1405347	-	CDS	gene	NGFG_01549	NGFG_01549	hypothetical protein
CP003909.1	1405692	1407011	-	CDS	gene	NGFG_01548	NGFG_01548	cytochrome c oxidase%2C cbb3-type%2C subunit III
CP003909.1	1407035	1407205	-	CDS	gene	NGFG_01547	NGFG_01547	cytochrome c oxidase subunit
CP003909.1	1407210	1407821	-	CDS	gene	NGFG_01546	NGFG_01546	cytochrome c oxidase%2C cbb3-type%2C subunit II
CP003909.1	1407848	1409281	-	CDS	gene	NGFG_01545	NGFG_01545	cytochrome c oxidase%2C cbb3-type%2C subunit I
CP003909.1	1409455	1409571	-	CDS	gene	NGFG_02414	NGFG_02414	hypothetical protein
CP003909.1	1409607	1411355	+	CDS	gene	NGFG_01544	NGFG_01544	M61 family glycyl aminopeptidase
CP003909.1	1411420	1411848	+	CDS	gene	NGFG_01543	NGFG_01543	hypothetical protein
CP003909.1	1412349	1412783	-	CDS	gene	NGFG_01542	NGFG_01542	biopolymer transporter exbD
CP003909.1	1412786	1413448	-	CDS	gene	NGFG_01541	NGFG_01541	biopolymer transporter exbB
CP003909.1	1413514	1414365	-	CDS	gene	NGFG_01540	NGFG_01540	protein tonB
CP003909.1	1414621	1415259	+	CDS	gene	NGFG_01539	NGFG_01539	M50 family peptidase
CP003909.1	1415330	1415971	-	CDS	gene	NGFG_01538	NGFG_01538	GrxB family glutaredoxin
CP003909.1	1416114	1418327	+	CDS	gene	NGFG_01537	NGFG_01537	GTP pyrophosphokinase
CP003909.1	1418391	1418768	-	CDS	gene	NGFG_01536	NGFG_01536	hypothetical protein
CP003909.1	1418837	1419292	-	CDS	gene	NGFG_02415	NGFG_02415	hypothetical protein
CP003909.1	1419273	1419902	-	CDS	gene	NGFG_02416	NGFG_02416	hypothetical protein
CP003909.1	1420051	1420281	-	CDS	gene	NGFG_02203	NGFG_02203	hypothetical protein
CP003909.1	1420448	1420720	-	CDS	gene	NGFG_02204	NGFG_02204	hypothetical protein
CP003909.1	1420933	1421436	-	CDS	gene	NGFG_02205	NGFG_02205	hypothetical protein
CP003909.1	1421651	1422010	-	CDS	gene	NGFG_02417	NGFG_02417	hypothetical protein
CP003909.1	1422013	1422573	-	CDS	gene	NGFG_01534	NGFG_01534	MafB protein
CP003909.1	1422668	1422949	-	CDS	gene	NGFG_01533	NGFG_01533	hypothetical protein
